N = 14;
T = 7;
K = 2;
C = 146.0;
furnance = 2;
color = 3;
machines = [4 5];
products = [463 232 10 231 133 220 13 224 223 14 235 242 94 185];
MINik = [[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0]];
Cijk = [[[0.0 0.0],[8.0 6.0],[7.0 8.0],[11.0 6.0],[6.0 9.0],[6.0 7.0],[9.0 13.0],[12.0 12.0],[7.0 12.0],[8.0 10.0],[8.0 10.0],[10.0 11.0],[9.0 9.0],[9.0 12.0]]
[[12.0 10.0],[0.0 0.0],[8.0 9.0],[9.0 9.0],[8.0 7.0],[6.0 9.0],[8.0 10.0],[10.0 14.0],[7.0 11.0],[10.0 10.0],[7.0 6.0],[9.0 8.0],[7.0 7.0],[12.0 11.0]]
[[12.0 11.0],[8.0 10.0],[0.0 0.0],[10.0 11.0],[6.0 8.0],[5.0 9.0],[12.0 11.0],[9.0 8.0],[9.0 9.0],[8.0 12.0],[7.0 6.0],[8.0 7.0],[8.0 10.0],[12.0 9.0]]
[[14.0 12.0],[10.0 11.0],[9.0 10.0],[0.0 0.0],[6.0 9.0],[5.0 8.0],[12.0 9.0],[9.0 12.0],[9.0 13.0],[11.0 8.0],[7.0 7.0],[6.0 9.0],[7.0 7.0],[10.0 11.0]]
[[9.0 9.0],[9.0 9.0],[11.0 9.0],[6.0 10.0],[0.0 0.0],[8.0 7.0],[11.0 7.0],[12.0 8.0],[9.0 12.0],[10.0 10.0],[9.0 8.0],[8.0 8.0],[9.0 6.0],[12.0 8.0]]
[[12.0 14.0],[11.0 6.0],[11.0 12.0],[10.0 6.0],[9.0 6.0],[0.0 0.0],[12.0 10.0],[12.0 12.0],[13.0 13.0],[10.0 12.0],[11.0 9.0],[8.0 11.0],[6.0 8.0],[11.0 9.0]]
[[9.0 11.0],[11.0 11.0],[9.0 11.0],[11.0 7.0],[9.0 6.0],[6.0 5.0],[0.0 0.0],[10.0 13.0],[7.0 11.0],[7.0 9.0],[6.0 10.0],[6.0 9.0],[8.0 6.0],[7.0 10.0]]
[[9.0 11.0],[10.0 10.0],[12.0 11.0],[6.0 9.0],[5.0 7.0],[8.0 6.0],[7.0 7.0],[0.0 0.0],[13.0 10.0],[7.0 9.0],[10.0 6.0],[10.0 9.0],[7.0 6.0],[13.0 7.0]]
[[13.0 11.0],[11.0 9.0],[13.0 8.0],[7.0 9.0],[6.0 7.0],[9.0 5.0],[9.0 9.0],[10.0 13.0],[0.0 0.0],[12.0 12.0],[7.0 11.0],[10.0 8.0],[6.0 6.0],[12.0 12.0]]
[[11.0 8.0],[8.0 9.0],[11.0 7.0],[7.0 6.0],[5.0 6.0],[6.0 9.0],[12.0 11.0],[13.0 8.0],[11.0 9.0],[0.0 0.0],[9.0 9.0],[9.0 7.0],[9.0 9.0],[10.0 9.0]]
[[12.0 8.0],[9.0 10.0],[9.0 11.0],[9.0 8.0],[7.0 9.0],[9.0 8.0],[8.0 9.0],[12.0 7.0],[7.0 13.0],[7.0 7.0],[0.0 0.0],[10.0 9.0],[8.0 9.0],[11.0 10.0]]
[[10.0 11.0],[7.0 11.0],[11.0 9.0],[7.0 10.0],[7.0 9.0],[9.0 7.0],[8.0 7.0],[9.0 13.0],[12.0 8.0],[9.0 11.0],[9.0 6.0],[0.0 0.0],[6.0 7.0],[11.0 9.0]]
[[12.0 10.0],[11.0 8.0],[8.0 9.0],[8.0 6.0],[8.0 9.0],[9.0 8.0],[13.0 8.0],[13.0 9.0],[8.0 12.0],[12.0 8.0],[8.0 7.0],[8.0 8.0],[0.0 0.0],[12.0 7.0]]
[[10.0 13.0],[11.0 10.0],[12.0 10.0],[9.0 10.0],[9.0 6.0],[8.0 7.0],[10.0 7.0],[9.0 10.0],[13.0 11.0],[7.0 11.0],[8.0 10.0],[7.0 7.0],[7.0 6.0],[0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2];
