N = 14;
T = 7;
K = 2;
C = 146.0;
furnance = 2;
color = 5;
machines = [4 5];
products = [228 449 481 34 125 499 259 406 44 448 225 227 203 264];
MINik = [[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0],[12.0 12.0]];
[[6.0 6.0],[6.0 7.0],[6.0 9.0],[6.0 6.0],[0.0 0.0],[8.0 9.0],[10.0 13.0],[8.0 10.0],[8.0 8.0],[8.0 6.0],[8.0 6.0],[9.0 9.0],[9.0 11.0],[8.0 13.0]]
[[8.0 8.0],[4.0 5.0],[7.0 6.0],[8.0 9.0],[8.0 5.0],[0.0 0.0],[9.0 12.0],[11.0 12.0],[6.0 8.0],[7.0 9.0],[6.0 5.0],[7.0 9.0],[9.0 7.0],[8.0 10.0]]
[[7.0 8.0],[6.0 7.0],[8.0 9.0],[9.0 7.0],[5.0 7.0],[8.0 8.0],[0.0 0.0],[10.0 8.0],[8.0 8.0],[6.0 8.0],[8.0 6.0],[9.0 10.0],[11.0 12.0],[8.0 7.0]]
[[7.0 7.0],[6.0 7.0],[11.0 10.0],[8.0 9.0],[7.0 6.0],[5.0 7.0],[7.0 8.0],[0.0 0.0],[11.0 9.0],[6.0 9.0],[5.0 6.0],[8.0 8.0],[9.0 7.0],[11.0 8.0]]
[[8.0 8.0],[4.0 4.0],[8.0 8.0],[8.0 10.0],[6.0 7.0],[5.0 5.0],[13.0 9.0],[9.0 8.0],[0.0 0.0],[5.0 8.0],[8.0 7.0],[9.0 10.0],[9.0 10.0],[12.0 11.0]]
[[6.0 6.0],[4.0 4.0],[10.0 9.0],[8.0 6.0],[6.0 8.0],[8.0 6.0],[12.0 12.0],[13.0 9.0],[9.0 8.0],[0.0 0.0],[8.0 7.0],[7.0 8.0],[8.0 12.0],[13.0 12.0]]
[[6.0 5.0],[7.0 5.0],[6.0 7.0],[7.0 9.0],[7.0 6.0],[5.0 7.0],[12.0 13.0],[10.0 10.0],[11.0 7.0],[6.0 7.0],[0.0 0.0],[6.0 9.0],[7.0 12.0],[11.0 8.0]]
[[6.0 6.0],[5.0 7.0],[9.0 9.0],[8.0 9.0],[5.0 7.0],[6.0 8.0],[9.0 13.0],[12.0 9.0],[7.0 9.0],[7.0 7.0],[7.0 5.0],[0.0 0.0],[10.0 10.0],[13.0 11.0]]
[[6.0 6.0],[6.0 6.0],[8.0 10.0],[6.0 8.0],[8.0 7.0],[6.0 7.0],[8.0 11.0],[9.0 9.0],[9.0 6.0],[8.0 6.0],[6.0 6.0],[9.0 9.0],[0.0 0.0],[8.0 10.0]]
[[7.0 7.0],[7.0 7.0],[10.0 7.0],[10.0 9.0],[8.0 8.0],[8.0 5.0],[8.0 12.0],[12.0 8.0],[11.0 9.0],[9.0 6.0],[7.0 6.0],[10.0 7.0],[10.0 8.0],[0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2];
