N = 14;
T = 14;
K = 3;
C = 135.0;
furnance = 1;
color = 6;
machines = [1 2 3];
products = [55 8 120 77 248 201 180 215 29 213 257 160 466 159];
MINik = [[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0]];
[[8.0 5.0 9.0],[6.0 5.0 5.0],[9.0 4.0 5.0],[6.0 3.0 5.0],[9.0 5.0 1.0E9],[1.0E9 7.0 8.0],[9.0 8.0 1.0E9],[0.0 0.0 0.0],[7.0 8.0 1.0E9],[9.0 5.0 1.0E9],[1.0E9 6.0 8.0],[1.0E9 6.0 9.0],[1.0E9 5.0 7.0],[1.0E9 5.0 9.0]]
[[5.0 6.0 8.0],[8.0 5.0 9.0],[9.0 5.0 9.0],[5.0 3.0 4.0],[7.0 5.0 1.0E9],[1.0E9 7.0 8.0],[6.0 8.0 1.0E9],[9.0 6.0 1.0E9],[0.0 0.0 0.0],[9.0 6.0 1.0E9],[1.0E9 5.0 5.0],[1.0E9 4.0 8.0],[1.0E9 5.0 7.0],[1.0E9 7.0 9.0]]
[[9.0 6.0 9.0],[6.0 5.0 6.0],[8.0 4.0 7.0],[6.0 2.0 4.0],[7.0 4.0 1.0E9],[1.0E9 6.0 6.0],[7.0 5.0 1.0E9],[9.0 5.0 1.0E9],[9.0 7.0 1.0E9],[0.0 0.0 0.0],[1.0E9 6.0 6.0],[1.0E9 4.0 9.0],[1.0E9 7.0 9.0],[1.0E9 7.0 7.0]]
[[7.0 4.0 9.0],[6.0 3.0 7.0],[8.0 3.0 9.0],[4.0 3.0 5.0],[6.0 6.0 1.0E9],[1.0E9 6.0 8.0],[9.0 6.0 1.0E9],[6.0 7.0 1.0E9],[5.0 7.0 1.0E9],[6.0 5.0 1.0E9],[0.0 0.0 0.0],[1.0E9 6.0 9.0],[1.0E9 7.0 8.0],[1.0E9 7.0 6.0]]
[[8.0 6.0 5.0],[8.0 6.0 6.0],[9.0 4.0 9.0],[6.0 3.0 5.0],[6.0 6.0 1.0E9],[1.0E9 7.0 6.0],[6.0 8.0 1.0E9],[8.0 8.0 1.0E9],[7.0 5.0 1.0E9],[7.0 6.0 1.0E9],[1.0E9 6.0 5.0],[0.0 0.0 0.0],[1.0E9 7.0 8.0],[1.0E9 7.0 8.0]]
[[9.0 7.0 7.0],[8.0 4.0 6.0],[9.0 3.0 6.0],[6.0 3.0 4.0],[5.0 6.0 1.0E9],[1.0E9 6.0 6.0],[7.0 7.0 1.0E9],[7.0 6.0 1.0E9],[6.0 6.0 1.0E9],[7.0 5.0 1.0E9],[1.0E9 6.0 7.0],[1.0E9 4.0 9.0],[0.0 0.0 0.0],[1.0E9 4.0 8.0]]
[[6.0 7.0 7.0],[8.0 6.0 6.0],[9.0 5.0 9.0],[6.0 3.0 5.0],[8.0 5.0 1.0E9],[1.0E9 8.0 8.0],[6.0 6.0 1.0E9],[7.0 7.0 1.0E9],[9.0 6.0 1.0E9],[8.0 8.0 1.0E9],[1.0E9 4.0 9.0],[1.0E9 6.0 9.0],[1.0E9 6.0 9.0],[0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0],[9.0 5.0 5.0],[8.0 4.0 7.0],[4.0 2.0 4.0],[6.0 5.0 1.0E9],[1.0E9 8.0 9.0],[8.0 8.0 1.0E9],[7.0 7.0 1.0E9],[5.0 5.0 1.0E9],[8.0 8.0 1.0E9],[1.0E9 4.0 7.0],[1.0E9 7.0 7.0],[1.0E9 8.0 9.0],[1.0E9 7.0 8.0]]
[[6.0 7.0 9.0],[0.0 0.0 0.0],[8.0 4.0 7.0],[4.0 3.0 6.0],[7.0 6.0 1.0E9],[1.0E9 9.0 8.0],[8.0 5.0 1.0E9],[5.0 5.0 1.0E9],[9.0 5.0 1.0E9],[8.0 6.0 1.0E9],[1.0E9 5.0 7.0],[1.0E9 7.0 7.0],[1.0E9 4.0 9.0],[1.0E9 6.0 7.0]]
[[9.0 6.0 9.0],[5.0 3.0 5.0],[0.0 0.0 0.0],[4.0 3.0 5.0],[5.0 5.0 1.0E9],[1.0E9 6.0 8.0],[5.0 8.0 1.0E9],[9.0 6.0 1.0E9],[8.0 5.0 1.0E9],[6.0 7.0 1.0E9],[1.0E9 6.0 9.0],[1.0E9 4.0 7.0],[1.0E9 7.0 5.0],[1.0E9 7.0 7.0]]
[[9.0 5.0 7.0],[9.0 4.0 6.0],[7.0 5.0 5.0],[0.0 0.0 0.0],[8.0 6.0 1.0E9],[1.0E9 7.0 6.0],[6.0 6.0 1.0E9],[8.0 6.0 1.0E9],[7.0 6.0 1.0E9],[9.0 5.0 1.0E9],[1.0E9 4.0 8.0],[1.0E9 6.0 9.0],[1.0E9 5.0 7.0],[1.0E9 5.0 8.0]]
[[8.0 6.0 8.0],[9.0 6.0 7.0],[5.0 3.0 6.0],[4.0 3.0 5.0],[0.0 0.0 0.0],[1.0E9 9.0 6.0],[8.0 8.0 1.0E9],[7.0 5.0 1.0E9],[8.0 8.0 1.0E9],[8.0 8.0 1.0E9],[1.0E9 4.0 5.0],[1.0E9 7.0 6.0],[1.0E9 8.0 8.0],[1.0E9 5.0 7.0]]
[[9.0 7.0 6.0],[8.0 4.0 7.0],[8.0 4.0 6.0],[4.0 3.0 6.0],[7.0 6.0 1.0E9],[0.0 0.0 0.0],[6.0 7.0 1.0E9],[9.0 7.0 1.0E9],[9.0 6.0 1.0E9],[6.0 7.0 1.0E9],[1.0E9 6.0 6.0],[1.0E9 7.0 6.0],[1.0E9 7.0 8.0],[1.0E9 5.0 9.0]]
[[9.0 8.0 9.0],[7.0 3.0 7.0],[9.0 3.0 5.0],[6.0 3.0 5.0],[7.0 4.0 1.0E9],[1.0E9 9.0 6.0],[0.0 0.0 0.0],[9.0 6.0 1.0E9],[5.0 6.0 1.0E9],[9.0 6.0 1.0E9],[1.0E9 4.0 9.0],[1.0E9 7.0 5.0],[1.0E9 6.0 6.0],[1.0E9 5.0 6.0]]
[[8.0 5.0 9.0],[6.0 5.0 5.0],[9.0 4.0 5.0],[6.0 3.0 5.0],[9.0 5.0 1.0E9],[1.0E9 7.0 8.0],[9.0 8.0 1.0E9],[0.0 0.0 0.0],[7.0 8.0 1.0E9],[9.0 5.0 1.0E9],[1.0E9 6.0 8.0],[1.0E9 6.0 9.0],[1.0E9 5.0 7.0],[1.0E9 5.0 9.0]]
[[5.0 6.0 8.0],[8.0 5.0 9.0],[9.0 5.0 9.0],[5.0 3.0 4.0],[7.0 5.0 1.0E9],[1.0E9 7.0 8.0],[6.0 8.0 1.0E9],[9.0 6.0 1.0E9],[0.0 0.0 0.0],[9.0 6.0 1.0E9],[1.0E9 5.0 5.0],[1.0E9 4.0 8.0],[1.0E9 5.0 7.0],[1.0E9 7.0 9.0]]
[[9.0 6.0 9.0],[6.0 5.0 6.0],[8.0 4.0 7.0],[6.0 2.0 4.0],[7.0 4.0 1.0E9],[1.0E9 6.0 6.0],[7.0 5.0 1.0E9],[9.0 5.0 1.0E9],[9.0 7.0 1.0E9],[0.0 0.0 0.0],[1.0E9 6.0 6.0],[1.0E9 4.0 9.0],[1.0E9 7.0 9.0],[1.0E9 7.0 7.0]]
[[7.0 4.0 9.0],[6.0 3.0 7.0],[8.0 3.0 9.0],[4.0 3.0 5.0],[6.0 6.0 1.0E9],[1.0E9 6.0 8.0],[9.0 6.0 1.0E9],[6.0 7.0 1.0E9],[5.0 7.0 1.0E9],[6.0 5.0 1.0E9],[0.0 0.0 0.0],[1.0E9 6.0 9.0],[1.0E9 7.0 8.0],[1.0E9 7.0 6.0]]
[[8.0 6.0 5.0],[8.0 6.0 6.0],[9.0 4.0 9.0],[6.0 3.0 5.0],[6.0 6.0 1.0E9],[1.0E9 7.0 6.0],[6.0 8.0 1.0E9],[8.0 8.0 1.0E9],[7.0 5.0 1.0E9],[7.0 6.0 1.0E9],[1.0E9 6.0 5.0],[0.0 0.0 0.0],[1.0E9 7.0 8.0],[1.0E9 7.0 8.0]]
[[9.0 7.0 7.0],[8.0 4.0 6.0],[9.0 3.0 6.0],[6.0 3.0 4.0],[5.0 6.0 1.0E9],[1.0E9 6.0 6.0],[7.0 7.0 1.0E9],[7.0 6.0 1.0E9],[6.0 6.0 1.0E9],[7.0 5.0 1.0E9],[1.0E9 6.0 7.0],[1.0E9 4.0 9.0],[0.0 0.0 0.0],[1.0E9 4.0 8.0]]
[[6.0 7.0 7.0],[8.0 6.0 6.0],[9.0 5.0 9.0],[6.0 3.0 5.0],[8.0 5.0 1.0E9],[1.0E9 8.0 8.0],[6.0 6.0 1.0E9],[7.0 7.0 1.0E9],[9.0 6.0 1.0E9],[8.0 8.0 1.0E9],[1.0E9 4.0 9.0],[1.0E9 6.0 9.0],[1.0E9 6.0 9.0],[0.0 0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2];
