N = 15;
T = 28;
K = 3;
C = 135.0;
furnance = 1;
color = 2;
machines = [1 2 3];
products = [157 240 73 418 53 109 423 409 411 71 193 465 413 428 438];
MINik = [[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0]];
[[8.0 5.0 6.0],[8.0 1.0E9 5.0],[5.0 4.0 5.0],[8.0 8.0 8.0],[4.0 3.0 4.0],[3.0 2.0 3.0],[6.0 7.0 9.0],[0.0 0.0 0.0],[1.0E9 5.0 6.0],[4.0 3.0 5.0],[1.0E9 5.0 5.0],[1.0E9 8.0 7.0],[1.0E9 7.0 6.0],[1.0E9 4.0 7.0],[1.0E9 7.0 5.0]]
[[5.0 3.0 6.0],[8.0 1.0E9 5.0],[4.0 4.0 5.0],[7.0 8.0 7.0],[4.0 2.0 5.0],[3.0 2.0 4.0],[9.0 8.0 7.0],[1.0E9 8.0 8.0],[0.0 0.0 0.0],[6.0 3.0 4.0],[1.0E9 5.0 9.0],[1.0E9 6.0 5.0],[1.0E9 7.0 7.0],[1.0E9 4.0 8.0],[1.0E9 6.0 8.0]]
[[5.0 3.0 6.0],[6.0 1.0E9 9.0],[6.0 3.0 5.0],[8.0 6.0 9.0],[5.0 2.0 4.0],[4.0 2.0 3.0],[6.0 5.0 5.0],[1.0E9 7.0 6.0],[1.0E9 5.0 5.0],[0.0 0.0 0.0],[1.0E9 6.0 9.0],[1.0E9 6.0 7.0],[1.0E9 5.0 8.0],[1.0E9 6.0 6.0],[1.0E9 5.0 6.0]]
[[8.0 3.0 8.0],[9.0 1.0E9 9.0],[4.0 4.0 5.0],[7.0 7.0 6.0],[4.0 2.0 3.0],[2.0 2.0 3.0],[8.0 7.0 9.0],[1.0E9 8.0 6.0],[1.0E9 7.0 7.0],[4.0 2.0 7.0],[0.0 0.0 0.0],[1.0E9 5.0 7.0],[1.0E9 6.0 9.0],[1.0E9 5.0 7.0],[1.0E9 7.0 8.0]]
[[7.0 5.0 9.0],[9.0 1.0E9 8.0],[4.0 3.0 7.0],[7.0 8.0 7.0],[3.0 2.0 5.0],[3.0 2.0 3.0],[8.0 6.0 9.0],[1.0E9 7.0 8.0],[1.0E9 6.0 7.0],[6.0 3.0 6.0],[1.0E9 6.0 8.0],[0.0 0.0 0.0],[1.0E9 4.0 9.0],[1.0E9 5.0 8.0],[1.0E9 4.0 8.0]]
[[5.0 4.0 8.0],[9.0 1.0E9 7.0],[5.0 4.0 5.0],[6.0 6.0 6.0],[3.0 3.0 3.0],[3.0 2.0 3.0],[9.0 5.0 6.0],[1.0E9 9.0 7.0],[1.0E9 6.0 6.0],[6.0 3.0 6.0],[1.0E9 6.0 9.0],[1.0E9 7.0 7.0],[0.0 0.0 0.0],[1.0E9 6.0 9.0],[1.0E9 6.0 6.0]]
[[5.0 5.0 9.0],[9.0 1.0E9 9.0],[5.0 3.0 6.0],[8.0 5.0 5.0],[4.0 2.0 4.0],[3.0 2.0 3.0],[8.0 4.0 9.0],[1.0E9 6.0 8.0],[1.0E9 7.0 9.0],[4.0 3.0 4.0],[1.0E9 4.0 9.0],[1.0E9 7.0 6.0],[1.0E9 5.0 7.0],[0.0 0.0 0.0],[1.0E9 6.0 7.0]]
[[9.0 4.0 7.0],[9.0 1.0E9 8.0],[7.0 3.0 7.0],[9.0 4.0 7.0],[3.0 2.0 4.0],[3.0 2.0 2.0],[9.0 8.0 8.0],[1.0E9 5.0 8.0],[1.0E9 5.0 7.0],[4.0 3.0 6.0],[1.0E9 3.0 9.0],[1.0E9 8.0 9.0],[1.0E9 7.0 9.0],[1.0E9 4.0 9.0],[0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0],[6.0 1.0E9 8.0],[5.0 3.0 7.0],[7.0 7.0 8.0],[4.0 2.0 4.0],[3.0 2.0 3.0],[9.0 7.0 6.0],[1.0E9 7.0 5.0],[1.0E9 7.0 9.0],[5.0 3.0 5.0],[1.0E9 5.0 8.0],[1.0E9 5.0 6.0],[1.0E9 7.0 8.0],[1.0E9 5.0 7.0],[1.0E9 4.0 9.0]]
[[5.0 5.0 6.0],[0.0 0.0 0.0],[6.0 2.0 7.0],[8.0 5.0 6.0],[3.0 2.0 4.0],[4.0 2.0 4.0],[6.0 5.0 8.0],[1.0E9 5.0 7.0],[1.0E9 6.0 9.0],[5.0 3.0 4.0],[1.0E9 6.0 9.0],[1.0E9 8.0 7.0],[1.0E9 7.0 8.0],[1.0E9 5.0 6.0],[1.0E9 7.0 7.0]]
[[6.0 4.0 9.0],[5.0 1.0E9 7.0],[0.0 0.0 0.0],[9.0 5.0 9.0],[3.0 3.0 3.0],[4.0 2.0 3.0],[8.0 6.0 9.0],[1.0E9 5.0 9.0],[1.0E9 7.0 6.0],[6.0 3.0 6.0],[1.0E9 4.0 9.0],[1.0E9 6.0 5.0],[1.0E9 7.0 6.0],[1.0E9 6.0 8.0],[1.0E9 7.0 9.0]]
[[7.0 4.0 7.0],[7.0 1.0E9 6.0],[4.0 3.0 7.0],[0.0 0.0 0.0],[5.0 2.0 3.0],[3.0 2.0 4.0],[8.0 7.0 9.0],[1.0E9 5.0 9.0],[1.0E9 4.0 8.0],[4.0 3.0 6.0],[1.0E9 6.0 6.0],[1.0E9 7.0 7.0],[1.0E9 7.0 6.0],[1.0E9 4.0 8.0],[1.0E9 7.0 7.0]]
[[7.0 4.0 7.0],[7.0 1.0E9 8.0],[6.0 3.0 5.0],[7.0 7.0 8.0],[0.0 0.0 0.0],[3.0 2.0 4.0],[5.0 5.0 6.0],[1.0E9 6.0 9.0],[1.0E9 4.0 7.0],[5.0 2.0 4.0],[1.0E9 5.0 8.0],[1.0E9 7.0 8.0],[1.0E9 7.0 9.0],[1.0E9 6.0 6.0],[1.0E9 7.0 5.0]]
[[7.0 5.0 7.0],[8.0 1.0E9 5.0],[7.0 3.0 4.0],[6.0 6.0 6.0],[4.0 2.0 3.0],[0.0 0.0 0.0],[7.0 4.0 7.0],[1.0E9 5.0 8.0],[1.0E9 5.0 8.0],[6.0 3.0 4.0],[1.0E9 4.0 6.0],[1.0E9 5.0 6.0],[1.0E9 7.0 8.0],[1.0E9 6.0 7.0],[1.0E9 4.0 8.0]]
[[9.0 5.0 6.0],[8.0 1.0E9 5.0],[4.0 3.0 6.0],[9.0 6.0 8.0],[4.0 2.0 4.0],[4.0 2.0 3.0],[0.0 0.0 0.0],[1.0E9 9.0 7.0],[1.0E9 4.0 8.0],[7.0 3.0 6.0],[1.0E9 4.0 8.0],[1.0E9 5.0 9.0],[1.0E9 7.0 6.0],[1.0E9 4.0 5.0],[1.0E9 6.0 7.0]]
[[8.0 5.0 6.0],[8.0 1.0E9 5.0],[5.0 4.0 5.0],[8.0 8.0 8.0],[4.0 3.0 4.0],[3.0 2.0 3.0],[6.0 7.0 9.0],[0.0 0.0 0.0],[1.0E9 5.0 6.0],[4.0 3.0 5.0],[1.0E9 5.0 5.0],[1.0E9 8.0 7.0],[1.0E9 7.0 6.0],[1.0E9 4.0 7.0],[1.0E9 7.0 5.0]]
[[5.0 3.0 6.0],[8.0 1.0E9 5.0],[4.0 4.0 5.0],[7.0 8.0 7.0],[4.0 2.0 5.0],[3.0 2.0 4.0],[9.0 8.0 7.0],[1.0E9 8.0 8.0],[0.0 0.0 0.0],[6.0 3.0 4.0],[1.0E9 5.0 9.0],[1.0E9 6.0 5.0],[1.0E9 7.0 7.0],[1.0E9 4.0 8.0],[1.0E9 6.0 8.0]]
[[5.0 3.0 6.0],[6.0 1.0E9 9.0],[6.0 3.0 5.0],[8.0 6.0 9.0],[5.0 2.0 4.0],[4.0 2.0 3.0],[6.0 5.0 5.0],[1.0E9 7.0 6.0],[1.0E9 5.0 5.0],[0.0 0.0 0.0],[1.0E9 6.0 9.0],[1.0E9 6.0 7.0],[1.0E9 5.0 8.0],[1.0E9 6.0 6.0],[1.0E9 5.0 6.0]]
[[8.0 3.0 8.0],[9.0 1.0E9 9.0],[4.0 4.0 5.0],[7.0 7.0 6.0],[4.0 2.0 3.0],[2.0 2.0 3.0],[8.0 7.0 9.0],[1.0E9 8.0 6.0],[1.0E9 7.0 7.0],[4.0 2.0 7.0],[0.0 0.0 0.0],[1.0E9 5.0 7.0],[1.0E9 6.0 9.0],[1.0E9 5.0 7.0],[1.0E9 7.0 8.0]]
[[7.0 5.0 9.0],[9.0 1.0E9 8.0],[4.0 3.0 7.0],[7.0 8.0 7.0],[3.0 2.0 5.0],[3.0 2.0 3.0],[8.0 6.0 9.0],[1.0E9 7.0 8.0],[1.0E9 6.0 7.0],[6.0 3.0 6.0],[1.0E9 6.0 8.0],[0.0 0.0 0.0],[1.0E9 4.0 9.0],[1.0E9 5.0 8.0],[1.0E9 4.0 8.0]]
[[5.0 4.0 8.0],[9.0 1.0E9 7.0],[5.0 4.0 5.0],[6.0 6.0 6.0],[3.0 3.0 3.0],[3.0 2.0 3.0],[9.0 5.0 6.0],[1.0E9 9.0 7.0],[1.0E9 6.0 6.0],[6.0 3.0 6.0],[1.0E9 6.0 9.0],[1.0E9 7.0 7.0],[0.0 0.0 0.0],[1.0E9 6.0 9.0],[1.0E9 6.0 6.0]]
[[5.0 5.0 9.0],[9.0 1.0E9 9.0],[5.0 3.0 6.0],[8.0 5.0 5.0],[4.0 2.0 4.0],[3.0 2.0 3.0],[8.0 4.0 9.0],[1.0E9 6.0 8.0],[1.0E9 7.0 9.0],[4.0 3.0 4.0],[1.0E9 4.0 9.0],[1.0E9 7.0 6.0],[1.0E9 5.0 7.0],[0.0 0.0 0.0],[1.0E9 6.0 7.0]]
[[9.0 4.0 7.0],[9.0 1.0E9 8.0],[7.0 3.0 7.0],[9.0 4.0 7.0],[3.0 2.0 4.0],[3.0 2.0 2.0],[9.0 8.0 8.0],[1.0E9 5.0 8.0],[1.0E9 5.0 7.0],[4.0 3.0 6.0],[1.0E9 3.0 9.0],[1.0E9 8.0 9.0],[1.0E9 7.0 9.0],[1.0E9 4.0 9.0],[0.0 0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2];
