N = 15;
T = 56;
K = 3;
C = 135.0;
furnance = 1;
color = 2;
machines = [1 2 3];
products = [423 418 71 109 73 53 157 409 465 428 438 411 413 193 240];
MINik = [[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0],[6.0 6.0 12.0]];
[[8.0 6.0 7.0],[8.0 4.0 8.0],[4.0 2.0 6.0],[4.0 2.0 2.0],[7.0 3.0 5.0],[3.0 2.0 5.0],[9.0 4.0 7.0],[0.0 0.0 0.0],[1.0E9 7.0 8.0],[1.0E9 4.0 7.0],[1.0E9 7.0 5.0],[1.0E9 6.0 8.0],[1.0E9 7.0 6.0],[1.0E9 4.0 6.0],[8.0 1.0E9 7.0]]
[[5.0 4.0 6.0],[7.0 7.0 6.0],[7.0 3.0 4.0],[4.0 2.0 2.0],[7.0 4.0 6.0],[5.0 2.0 4.0],[8.0 4.0 8.0],[1.0E9 8.0 8.0],[0.0 0.0 0.0],[1.0E9 5.0 8.0],[1.0E9 6.0 9.0],[1.0E9 6.0 8.0],[1.0E9 7.0 6.0],[1.0E9 4.0 9.0],[6.0 1.0E9 8.0]]
[[7.0 6.0 5.0],[8.0 7.0 7.0],[6.0 3.0 6.0],[2.0 2.0 3.0],[7.0 3.0 7.0],[3.0 2.0 5.0],[9.0 5.0 7.0],[1.0E9 6.0 6.0],[1.0E9 6.0 7.0],[0.0 0.0 0.0],[1.0E9 7.0 6.0],[1.0E9 4.0 7.0],[1.0E9 6.0 6.0],[1.0E9 6.0 6.0],[9.0 1.0E9 9.0]]
[[9.0 8.0 8.0],[8.0 7.0 6.0],[5.0 2.0 6.0],[3.0 1.0 3.0],[7.0 3.0 5.0],[3.0 2.0 5.0],[7.0 4.0 9.0],[1.0E9 8.0 9.0],[1.0E9 7.0 8.0],[1.0E9 4.0 8.0],[0.0 0.0 0.0],[1.0E9 5.0 9.0],[1.0E9 7.0 8.0],[1.0E9 5.0 6.0],[6.0 1.0E9 7.0]]
[[6.0 7.0 9.0],[7.0 4.0 8.0],[5.0 4.0 6.0],[4.0 2.0 2.0],[6.0 3.0 7.0],[4.0 2.0 3.0],[8.0 5.0 6.0],[1.0E9 5.0 5.0],[1.0E9 6.0 5.0],[1.0E9 5.0 7.0],[1.0E9 5.0 6.0],[0.0 0.0 0.0],[1.0E9 7.0 9.0],[1.0E9 6.0 5.0],[6.0 1.0E9 7.0]]
[[6.0 5.0 8.0],[8.0 4.0 9.0],[4.0 2.0 5.0],[4.0 2.0 4.0],[6.0 3.0 4.0],[3.0 2.0 3.0],[7.0 4.0 7.0],[1.0E9 6.0 9.0],[1.0E9 8.0 6.0],[1.0E9 5.0 8.0],[1.0E9 5.0 6.0],[1.0E9 4.0 8.0],[0.0 0.0 0.0],[1.0E9 4.0 8.0],[9.0 1.0E9 5.0]]
[[8.0 6.0 9.0],[9.0 7.0 9.0],[4.0 3.0 6.0],[3.0 2.0 3.0],[6.0 2.0 5.0],[4.0 2.0 4.0],[7.0 3.0 5.0],[1.0E9 7.0 7.0],[1.0E9 5.0 9.0],[1.0E9 4.0 6.0],[1.0E9 6.0 7.0],[1.0E9 5.0 8.0],[1.0E9 5.0 5.0],[0.0 0.0 0.0],[6.0 1.0E9 5.0]]
[[6.0 5.0 8.0],[7.0 7.0 6.0],[5.0 2.0 6.0],[4.0 2.0 3.0],[7.0 3.0 4.0],[4.0 2.0 3.0],[9.0 4.0 8.0],[1.0E9 6.0 8.0],[1.0E9 8.0 9.0],[1.0E9 6.0 7.0],[1.0E9 5.0 6.0],[1.0E9 6.0 5.0],[1.0E9 5.0 6.0],[1.0E9 4.0 6.0],[0.0 0.0 0.0]]];
Cijk = [[[0.0 0.0 0.0],[6.0 5.0 8.0],[4.0 2.0 7.0],[4.0 2.0 4.0],[5.0 3.0 7.0],[3.0 2.0 4.0],[7.0 3.0 6.0],[1.0E9 9.0 8.0],[1.0E9 7.0 9.0],[1.0E9 5.0 6.0],[1.0E9 7.0 8.0],[1.0E9 6.0 9.0],[1.0E9 5.0 9.0],[1.0E9 5.0 8.0],[8.0 1.0E9 6.0]]
[[6.0 6.0 9.0],[0.0 0.0 0.0],[5.0 2.0 4.0],[3.0 2.0 3.0],[5.0 3.0 6.0],[4.0 2.0 4.0],[9.0 5.0 9.0],[1.0E9 8.0 7.0],[1.0E9 6.0 5.0],[1.0E9 5.0 7.0],[1.0E9 5.0 8.0],[1.0E9 6.0 8.0],[1.0E9 7.0 8.0],[1.0E9 6.0 6.0],[6.0 1.0E9 7.0]]
[[6.0 8.0 9.0],[6.0 6.0 8.0],[0.0 0.0 0.0],[4.0 2.0 4.0],[5.0 3.0 4.0],[4.0 2.0 5.0],[8.0 5.0 6.0],[1.0E9 5.0 7.0],[1.0E9 5.0 9.0],[1.0E9 4.0 5.0],[1.0E9 6.0 5.0],[1.0E9 5.0 8.0],[1.0E9 6.0 7.0],[1.0E9 5.0 6.0],[7.0 1.0E9 7.0]]
[[6.0 5.0 8.0],[5.0 6.0 9.0],[6.0 2.0 5.0],[0.0 0.0 0.0],[5.0 3.0 4.0],[4.0 2.0 3.0],[9.0 3.0 6.0],[1.0E9 9.0 7.0],[1.0E9 4.0 6.0],[1.0E9 5.0 8.0],[1.0E9 6.0 5.0],[1.0E9 4.0 8.0],[1.0E9 5.0 6.0],[1.0E9 3.0 9.0],[6.0 1.0E9 7.0]]
[[8.0 6.0 9.0],[6.0 7.0 7.0],[6.0 4.0 4.0],[4.0 2.0 3.0],[0.0 0.0 0.0],[5.0 2.0 4.0],[6.0 4.0 9.0],[1.0E9 8.0 8.0],[1.0E9 7.0 6.0],[1.0E9 5.0 5.0],[1.0E9 7.0 8.0],[1.0E9 7.0 6.0],[1.0E9 8.0 7.0],[1.0E9 4.0 9.0],[6.0 1.0E9 9.0]]
[[9.0 7.0 9.0],[9.0 5.0 7.0],[6.0 2.0 7.0],[4.0 2.0 4.0],[6.0 3.0 7.0],[0.0 0.0 0.0],[6.0 4.0 8.0],[1.0E9 5.0 6.0],[1.0E9 5.0 9.0],[1.0E9 6.0 5.0],[1.0E9 8.0 8.0],[1.0E9 5.0 7.0],[1.0E9 5.0 9.0],[1.0E9 5.0 8.0],[9.0 1.0E9 9.0]]
[[6.0 6.0 7.0],[9.0 8.0 9.0],[5.0 3.0 7.0],[3.0 2.0 3.0],[5.0 4.0 5.0],[3.0 2.0 4.0],[0.0 0.0 0.0],[1.0E9 8.0 6.0],[1.0E9 6.0 5.0],[1.0E9 4.0 8.0],[1.0E9 6.0 9.0],[1.0E9 5.0 8.0],[1.0E9 6.0 9.0],[1.0E9 5.0 9.0],[8.0 1.0E9 6.0]]
[[8.0 6.0 7.0],[8.0 4.0 8.0],[4.0 2.0 6.0],[4.0 2.0 2.0],[7.0 3.0 5.0],[3.0 2.0 5.0],[9.0 4.0 7.0],[0.0 0.0 0.0],[1.0E9 7.0 8.0],[1.0E9 4.0 7.0],[1.0E9 7.0 5.0],[1.0E9 6.0 8.0],[1.0E9 7.0 6.0],[1.0E9 4.0 6.0],[8.0 1.0E9 7.0]]
[[5.0 4.0 6.0],[7.0 7.0 6.0],[7.0 3.0 4.0],[4.0 2.0 2.0],[7.0 4.0 6.0],[5.0 2.0 4.0],[8.0 4.0 8.0],[1.0E9 8.0 8.0],[0.0 0.0 0.0],[1.0E9 5.0 8.0],[1.0E9 6.0 9.0],[1.0E9 6.0 8.0],[1.0E9 7.0 6.0],[1.0E9 4.0 9.0],[6.0 1.0E9 8.0]]
[[7.0 6.0 5.0],[8.0 7.0 7.0],[6.0 3.0 6.0],[2.0 2.0 3.0],[7.0 3.0 7.0],[3.0 2.0 5.0],[9.0 5.0 7.0],[1.0E9 6.0 6.0],[1.0E9 6.0 7.0],[0.0 0.0 0.0],[1.0E9 7.0 6.0],[1.0E9 4.0 7.0],[1.0E9 6.0 6.0],[1.0E9 6.0 6.0],[9.0 1.0E9 9.0]]
[[9.0 8.0 8.0],[8.0 7.0 6.0],[5.0 2.0 6.0],[3.0 1.0 3.0],[7.0 3.0 5.0],[3.0 2.0 5.0],[7.0 4.0 9.0],[1.0E9 8.0 9.0],[1.0E9 7.0 8.0],[1.0E9 4.0 8.0],[0.0 0.0 0.0],[1.0E9 5.0 9.0],[1.0E9 7.0 8.0],[1.0E9 5.0 6.0],[6.0 1.0E9 7.0]]
[[6.0 7.0 9.0],[7.0 4.0 8.0],[5.0 4.0 6.0],[4.0 2.0 2.0],[6.0 3.0 7.0],[4.0 2.0 3.0],[8.0 5.0 6.0],[1.0E9 5.0 5.0],[1.0E9 6.0 5.0],[1.0E9 5.0 7.0],[1.0E9 5.0 6.0],[0.0 0.0 0.0],[1.0E9 7.0 9.0],[1.0E9 6.0 5.0],[6.0 1.0E9 7.0]]
[[6.0 5.0 8.0],[8.0 4.0 9.0],[4.0 2.0 5.0],[4.0 2.0 4.0],[6.0 3.0 4.0],[3.0 2.0 3.0],[7.0 4.0 7.0],[1.0E9 6.0 9.0],[1.0E9 8.0 6.0],[1.0E9 5.0 8.0],[1.0E9 5.0 6.0],[1.0E9 4.0 8.0],[0.0 0.0 0.0],[1.0E9 4.0 8.0],[9.0 1.0E9 5.0]]
[[8.0 6.0 9.0],[9.0 7.0 9.0],[4.0 3.0 6.0],[3.0 2.0 3.0],[6.0 2.0 5.0],[4.0 2.0 4.0],[7.0 3.0 5.0],[1.0E9 7.0 7.0],[1.0E9 5.0 9.0],[1.0E9 4.0 6.0],[1.0E9 6.0 7.0],[1.0E9 5.0 8.0],[1.0E9 5.0 5.0],[0.0 0.0 0.0],[6.0 1.0E9 5.0]]
[[6.0 5.0 8.0],[7.0 7.0 6.0],[5.0 2.0 6.0],[4.0 2.0 3.0],[7.0 3.0 4.0],[4.0 2.0 3.0],[9.0 4.0 8.0],[1.0E9 6.0 8.0],[1.0E9 8.0 9.0],[1.0E9 6.0 7.0],[1.0E9 5.0 6.0],[1.0E9 6.0 5.0],[1.0E9 5.0 6.0],[1.0E9 4.0 6.0],[0.0 0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2];
