N = 18;
T = 28;
K = 2;
C = 130.0;
furnance = 3;
color = 1;
machines = [9 10];
products = [149 9 425 67 151 69 98 116 229 129 141 147 135 137 96 127 123 132];
MINik = [[14.0 14.0],[14.0 14.0],[14.0 14.0],[14.0 14.0],[14.0 14.0],[14.0 14.0],[14.0 14.0],[14.0 14.0],[14.0 14.0],[14.0 14.0],[14.0 14.0],[14.0 14.0],[14.0 14.0],[14.0 14.0],[14.0 14.0],[14.0 14.0],[14.0 14.0],[14.0 14.0]];
[[11.0 10.0],[11.0 1.0E9],[11.0 1.0E9],[9.0 10.0],[8.0 1.0E9],[8.0 1.0E9],[10.0 12.0],[0.0 0.0],[9.0 7.0],[10.0 8.0],[8.0 7.0],[12.0 9.0],[7.0 7.0],[11.0 10.0],[9.0 9.0],[11.0 10.0],[11.0 11.0],[7.0 7.0]]
[[8.0 10.0],[12.0 1.0E9],[8.0 1.0E9],[8.0 9.0],[6.0 1.0E9],[6.0 1.0E9],[6.0 8.0],[10.0 1.0E9],[0.0 0.0],[9.0 7.0],[8.0 8.0],[13.0 8.0],[12.0 12.0],[7.0 6.0],[9.0 7.0],[8.0 10.0],[10.0 9.0],[6.0 10.0]]
[[6.0 7.0],[9.0 1.0E9],[8.0 1.0E9],[8.0 7.0],[9.0 1.0E9],[7.0 1.0E9],[6.0 9.0],[12.0 1.0E9],[8.0 9.0],[0.0 0.0],[7.0 8.0],[7.0 12.0],[9.0 8.0],[6.0 7.0],[8.0 6.0],[9.0 9.0],[8.0 10.0],[8.0 7.0]]
[[7.0 9.0],[7.0 1.0E9],[12.0 1.0E9],[10.0 6.0],[8.0 1.0E9],[7.0 1.0E9],[8.0 7.0],[10.0 1.0E9],[7.0 9.0],[10.0 11.0],[0.0 0.0],[8.0 12.0],[11.0 8.0],[9.0 6.0],[6.0 9.0],[8.0 9.0],[9.0 10.0],[10.0 7.0]]
[[8.0 11.0],[13.0 1.0E9],[8.0 1.0E9],[6.0 8.0],[6.0 1.0E9],[10.0 1.0E9],[8.0 6.0],[9.0 1.0E9],[10.0 10.0],[10.0 9.0],[6.0 8.0],[0.0 0.0],[12.0 10.0],[9.0 8.0],[9.0 6.0],[8.0 10.0],[9.0 9.0],[8.0 9.0]]
[[10.0 7.0],[10.0 1.0E9],[13.0 1.0E9],[8.0 8.0],[9.0 1.0E9],[8.0 1.0E9],[6.0 9.0],[8.0 1.0E9],[12.0 8.0],[11.0 8.0],[8.0 7.0],[9.0 10.0],[0.0 0.0],[10.0 12.0],[8.0 9.0],[6.0 11.0],[11.0 11.0],[8.0 10.0]]
[[7.0 11.0],[13.0 1.0E9],[12.0 1.0E9],[10.0 8.0],[9.0 1.0E9],[8.0 1.0E9],[9.0 10.0],[10.0 1.0E9],[10.0 10.0],[7.0 10.0],[9.0 10.0],[11.0 13.0],[9.0 7.0],[0.0 0.0],[9.0 9.0],[9.0 10.0],[6.0 7.0],[9.0 11.0]]
[[8.0 8.0],[12.0 1.0E9],[9.0 1.0E9],[7.0 8.0],[8.0 1.0E9],[10.0 1.0E9],[6.0 9.0],[11.0 1.0E9],[11.0 12.0],[8.0 6.0],[11.0 6.0],[8.0 13.0],[12.0 11.0],[9.0 7.0],[0.0 0.0],[9.0 8.0],[6.0 8.0],[9.0 8.0]]
[[6.0 9.0],[9.0 1.0E9],[10.0 1.0E9],[6.0 10.0],[10.0 1.0E9],[9.0 1.0E9],[9.0 9.0],[9.0 1.0E9],[9.0 7.0],[7.0 7.0],[9.0 10.0],[9.0 13.0],[8.0 6.0],[7.0 10.0],[5.0 9.0],[0.0 0.0],[10.0 8.0],[7.0 9.0]]
[[7.0 7.0],[12.0 1.0E9],[11.0 1.0E9],[6.0 8.0],[8.0 1.0E9],[8.0 1.0E9],[10.0 12.0],[8.0 1.0E9],[9.0 8.0],[7.0 11.0],[10.0 8.0],[8.0 7.0],[8.0 9.0],[8.0 11.0],[9.0 7.0],[11.0 10.0],[0.0 0.0],[9.0 11.0]]
[[10.0 11.0],[13.0 1.0E9],[8.0 1.0E9],[6.0 9.0],[9.0 1.0E9],[7.0 1.0E9],[12.0 6.0],[9.0 1.0E9],[7.0 10.0],[10.0 7.0],[6.0 9.0],[12.0 12.0],[10.0 7.0],[10.0 8.0],[7.0 7.0],[9.0 7.0],[7.0 9.0],[0.0 0.0]]];
Cijk = [[[0.0 0.0],[9.0 1.0E9],[8.0 1.0E9],[6.0 9.0],[7.0 1.0E9],[9.0 1.0E9],[6.0 8.0],[7.0 1.0E9],[8.0 8.0],[8.0 8.0],[6.0 7.0],[10.0 11.0],[9.0 7.0],[10.0 9.0],[10.0 8.0],[7.0 9.0],[7.0 11.0],[7.0 6.0]]
[[6.0 7.0],[0.0 0.0],[8.0 1.0E9],[7.0 7.0],[6.0 1.0E9],[6.0 1.0E9],[6.0 8.0],[8.0 1.0E9],[10.0 12.0],[8.0 7.0],[8.0 7.0],[12.0 10.0],[9.0 6.0],[12.0 8.0],[9.0 6.0],[10.0 6.0],[11.0 7.0],[8.0 10.0]]
[[10.0 8.0],[11.0 1.0E9],[0.0 0.0],[10.0 6.0],[7.0 1.0E9],[7.0 1.0E9],[11.0 8.0],[13.0 1.0E9],[8.0 7.0],[7.0 7.0],[8.0 8.0],[11.0 8.0],[10.0 7.0],[11.0 10.0],[9.0 5.0],[7.0 10.0],[11.0 9.0],[10.0 9.0]]
[[8.0 8.0],[8.0 1.0E9],[11.0 1.0E9],[0.0 0.0],[9.0 1.0E9],[9.0 1.0E9],[8.0 11.0],[8.0 1.0E9],[9.0 12.0],[6.0 10.0],[7.0 10.0],[13.0 13.0],[10.0 8.0],[9.0 8.0],[8.0 6.0],[9.0 10.0],[9.0 9.0],[7.0 9.0]]
[[8.0 10.0],[8.0 1.0E9],[8.0 1.0E9],[8.0 8.0],[0.0 0.0],[8.0 1.0E9],[8.0 7.0],[13.0 1.0E9],[8.0 7.0],[6.0 11.0],[9.0 9.0],[12.0 12.0],[7.0 10.0],[9.0 7.0],[10.0 5.0],[11.0 8.0],[11.0 8.0],[10.0 7.0]]
[[6.0 6.0],[12.0 1.0E9],[9.0 1.0E9],[7.0 7.0],[6.0 1.0E9],[0.0 0.0],[8.0 10.0],[13.0 1.0E9],[8.0 10.0],[8.0 8.0],[7.0 6.0],[7.0 12.0],[7.0 11.0],[8.0 11.0],[6.0 8.0],[6.0 8.0],[8.0 9.0],[7.0 8.0]]
[[6.0 7.0],[7.0 1.0E9],[9.0 1.0E9],[7.0 6.0],[6.0 1.0E9],[6.0 1.0E9],[0.0 0.0],[12.0 1.0E9],[10.0 11.0],[8.0 8.0],[8.0 7.0],[12.0 10.0],[10.0 9.0],[8.0 11.0],[9.0 8.0],[10.0 8.0],[7.0 6.0],[9.0 11.0]]
[[11.0 10.0],[11.0 1.0E9],[11.0 1.0E9],[9.0 10.0],[8.0 1.0E9],[8.0 1.0E9],[10.0 12.0],[0.0 0.0],[9.0 7.0],[10.0 8.0],[8.0 7.0],[12.0 9.0],[7.0 7.0],[11.0 10.0],[9.0 9.0],[11.0 10.0],[11.0 11.0],[7.0 7.0]]
[[8.0 10.0],[12.0 1.0E9],[8.0 1.0E9],[8.0 9.0],[6.0 1.0E9],[6.0 1.0E9],[6.0 8.0],[10.0 1.0E9],[0.0 0.0],[9.0 7.0],[8.0 8.0],[13.0 8.0],[12.0 12.0],[7.0 6.0],[9.0 7.0],[8.0 10.0],[10.0 9.0],[6.0 10.0]]
[[6.0 7.0],[9.0 1.0E9],[8.0 1.0E9],[8.0 7.0],[9.0 1.0E9],[7.0 1.0E9],[6.0 9.0],[12.0 1.0E9],[8.0 9.0],[0.0 0.0],[7.0 8.0],[7.0 12.0],[9.0 8.0],[6.0 7.0],[8.0 6.0],[9.0 9.0],[8.0 10.0],[8.0 7.0]]
[[7.0 9.0],[7.0 1.0E9],[12.0 1.0E9],[10.0 6.0],[8.0 1.0E9],[7.0 1.0E9],[8.0 7.0],[10.0 1.0E9],[7.0 9.0],[10.0 11.0],[0.0 0.0],[8.0 12.0],[11.0 8.0],[9.0 6.0],[6.0 9.0],[8.0 9.0],[9.0 10.0],[10.0 7.0]]
[[8.0 11.0],[13.0 1.0E9],[8.0 1.0E9],[6.0 8.0],[6.0 1.0E9],[10.0 1.0E9],[8.0 6.0],[9.0 1.0E9],[10.0 10.0],[10.0 9.0],[6.0 8.0],[0.0 0.0],[12.0 10.0],[9.0 8.0],[9.0 6.0],[8.0 10.0],[9.0 9.0],[8.0 9.0]]
[[10.0 7.0],[10.0 1.0E9],[13.0 1.0E9],[8.0 8.0],[9.0 1.0E9],[8.0 1.0E9],[6.0 9.0],[8.0 1.0E9],[12.0 8.0],[11.0 8.0],[8.0 7.0],[9.0 10.0],[0.0 0.0],[10.0 12.0],[8.0 9.0],[6.0 11.0],[11.0 11.0],[8.0 10.0]]
[[7.0 11.0],[13.0 1.0E9],[12.0 1.0E9],[10.0 8.0],[9.0 1.0E9],[8.0 1.0E9],[9.0 10.0],[10.0 1.0E9],[10.0 10.0],[7.0 10.0],[9.0 10.0],[11.0 13.0],[9.0 7.0],[0.0 0.0],[9.0 9.0],[9.0 10.0],[6.0 7.0],[9.0 11.0]]
[[8.0 8.0],[12.0 1.0E9],[9.0 1.0E9],[7.0 8.0],[8.0 1.0E9],[10.0 1.0E9],[6.0 9.0],[11.0 1.0E9],[11.0 12.0],[8.0 6.0],[11.0 6.0],[8.0 13.0],[12.0 11.0],[9.0 7.0],[0.0 0.0],[9.0 8.0],[6.0 8.0],[9.0 8.0]]
[[6.0 9.0],[9.0 1.0E9],[10.0 1.0E9],[6.0 10.0],[10.0 1.0E9],[9.0 1.0E9],[9.0 9.0],[9.0 1.0E9],[9.0 7.0],[7.0 7.0],[9.0 10.0],[9.0 13.0],[8.0 6.0],[7.0 10.0],[5.0 9.0],[0.0 0.0],[10.0 8.0],[7.0 9.0]]
[[7.0 7.0],[12.0 1.0E9],[11.0 1.0E9],[6.0 8.0],[8.0 1.0E9],[8.0 1.0E9],[10.0 12.0],[8.0 1.0E9],[9.0 8.0],[7.0 11.0],[10.0 8.0],[8.0 7.0],[8.0 9.0],[8.0 11.0],[9.0 7.0],[11.0 10.0],[0.0 0.0],[9.0 11.0]]
[[10.0 11.0],[13.0 1.0E9],[8.0 1.0E9],[6.0 9.0],[9.0 1.0E9],[7.0 1.0E9],[12.0 6.0],[9.0 1.0E9],[7.0 10.0],[10.0 7.0],[6.0 9.0],[12.0 12.0],[10.0 7.0],[10.0 8.0],[7.0 7.0],[9.0 7.0],[7.0 9.0],[0.0 0.0]]];
Hi = [0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2];
